protein_g,carbs_g,fat_g,fiber_g,sugar_g,calories,calorie_class
14.7,58.7,19.1,9.3,23.6,472.0,medium
13.3,28.9,25.7,3.5,21.0,391.0,low
7.9,40.6,24.7,11.2,4.6,407.0,medium
24.1,85.3,0.0,10.4,9.5,454.0,medium
13.9,55.4,16.7,13.0,26.3,418.0,medium
15.8,47.6,22.3,13.7,1.0,500.0,medium
27.2,35.6,15.6,2.7,28.7,420.0,medium
29.2,61.4,7.1,11.3,21.8,401.0,medium
13.8,45.5,21.9,2.7,14.0,444.0,medium
32.7,45.4,20.6,1.3,12.8,487.0,medium
36.0,32.7,14.1,4.5,21.1,425.0,medium
31.0,50.9,15.7,10.0,16.6,470.0,medium
26.6,62.7,16.3,12.3,12.5,535.0,medium
5.8,40.4,14.4,15.3,0.0,343.0,low
9.5,72.9,14.0,11.3,11.3,435.0,medium
45.9,54.2,17.8,9.8,3.6,554.0,medium
16.4,39.6,23.3,6.2,28.5,397.0,low
38.7,31.4,8.8,9.6,18.2,312.0,low
27.1,65.5,21.4,1.5,9.1,563.0,medium
3.0,56.8,26.8,10.6,15.2,449.0,medium
15.4,57.6,19.6,15.9,2.1,516.0,medium
22.2,56.7,41.9,5.3,22.9,704.0,high
19.9,32.9,5.5,15.2,0.0,276.0,low
38.1,53.2,21.9,7.0,17.0,590.0,medium
19.6,10.7,24.7,4.5,9.6,307.0,low
20.9,47.4,26.5,10.4,20.2,520.0,medium
28.7,29.1,16.0,8.4,24.9,366.0,low
34.2,15.5,23.5,4.4,14.7,472.0,medium
9.6,62.9,23.5,5.1,7.7,527.0,medium
31.5,53.7,23.3,2.1,6.8,599.0,medium
27.7,76.9,33.4,5.8,28.4,729.0,high
33.0,62.3,13.8,9.6,22.8,497.0,medium
17.1,52.7,32.3,12.3,24.0,588.0,medium
29.6,62.1,21.8,11.3,30.6,576.0,medium
21.6,69.2,23.7,8.6,14.5,582.0,medium
32.4,56.7,17.1,6.5,17.3,497.0,medium
19.1,29.0,16.9,9.1,27.6,290.0,low
31.6,36.9,14.3,8.3,23.0,415.0,medium
11.0,96.1,3.4,10.5,10.3,447.0,medium
13.8,39.5,21.4,11.1,12.0,421.0,medium
16.0,36.0,0.1,5.5,14.2,274.0,low
55.8,40.4,35.2,14.4,0.0,671.0,medium
29.4,46.6,16.0,5.9,24.2,447.0,medium
21.6,28.0,31.1,9.4,24.5,434.0,medium
18.1,49.6,25.1,0.0,26.4,451.0,medium
14.0,79.6,25.9,13.7,8.0,644.0,medium
24.1,44.2,28.6,11.6,14.1,493.0,medium
23.4,53.3,26.1,1.0,18.7,533.0,medium
24.4,46.5,30.9,4.4,24.9,529.0,medium
27.6,67.5,19.3,17.7,12.0,546.0,medium
31.1,46.0,12.8,10.9,12.0,447.0,medium
16.7,35.1,29.1,8.5,8.1,474.0,medium
37.6,55.8,17.9,7.9,21.3,544.0,medium
7.2,38.9,6.0,3.9,17.4,190.0,low
32.9,30.0,1.3,0.0,40.1,225.0,low
31.9,52.1,28.7,0.0,30.1,589.0,medium
27.0,77.6,25.4,8.2,7.5,636.0,medium
12.1,63.8,6.7,10.0,14.5,409.0,medium
15.3,63.7,20.8,0.0,27.5,513.0,medium
40.9,56.3,15.3,15.0,8.4,529.0,medium
37.1,89.1,20.5,5.0,1.4,693.0,medium
11.0,48.6,7.1,10.5,22.8,287.0,low
15.7,69.4,16.7,8.2,17.9,483.0,medium
26.3,35.8,13.0,6.6,12.2,328.0,low
17.8,76.2,10.9,0.5,3.2,561.0,medium
23.0,57.8,19.5,3.5,0.0,542.0,medium
46.7,53.8,17.4,4.5,21.8,571.0,medium
24.8,68.0,30.6,4.2,0.0,637.0,medium
24.5,79.7,6.7,3.5,17.9,484.0,medium
34.6,57.9,12.7,8.7,16.6,451.0,medium
38.5,48.4,28.3,11.8,24.4,578.0,medium
14.4,61.2,13.1,5.8,7.4,475.0,medium
24.3,54.3,11.3,10.8,22.9,434.0,medium
21.1,69.3,26.3,7.4,27.3,584.0,medium
38.8,51.2,23.1,9.1,1.3,604.0,medium
20.1,59.1,8.9,11.5,19.2,388.0,low
13.9,41.3,36.8,5.0,18.8,535.0,medium
12.2,23.6,11.1,6.3,19.0,237.0,low
25.3,51.7,22.7,4.2,16.0,491.0,medium
38.7,40.0,12.4,13.3,4.4,448.0,medium
24.6,34.9,13.4,9.2,27.3,393.0,low
28.8,38.0,17.5,8.9,13.6,452.0,medium
29.7,50.8,20.6,9.2,4.4,504.0,medium
9.5,86.2,31.0,7.6,22.6,651.0,medium
20.6,38.2,17.0,8.8,40.7,425.0,medium
40.9,70.5,28.3,10.7,17.6,713.0,high
21.4,61.1,32.0,5.4,20.6,600.0,medium
13.5,73.6,5.1,8.1,13.2,375.0,low
30.0,41.5,14.6,7.4,18.5,422.0,medium
28.1,39.3,5.0,12.8,45.4,278.0,low
27.7,26.6,23.0,6.0,13.7,392.0,low
13.8,44.6,14.8,7.5,24.4,414.0,medium
23.6,42.4,24.7,7.0,14.0,445.0,medium
12.1,43.2,16.3,4.6,5.8,341.0,low
35.1,68.3,2.7,1.9,5.4,488.0,medium
11.2,76.2,17.7,9.0,15.3,566.0,medium
29.8,57.4,25.0,4.1,22.5,584.0,medium
18.0,42.0,23.6,13.6,10.8,443.0,medium
24.7,62.5,0.0,7.9,14.2,342.0,low
36.8,31.6,29.8,9.7,1.5,473.0,medium
32.7,26.1,9.4,7.1,10.7,306.0,low
0.0,37.2,5.5,10.2,9.6,220.0,low
16.6,38.3,38.8,9.3,3.4,553.0,medium
22.1,34.7,27.3,5.6,0.0,443.0,medium
14.6,71.3,5.0,16.9,22.9,424.0,medium
25.8,32.7,13.4,3.0,31.8,362.0,low
35.6,49.6,21.7,8.8,6.8,589.0,medium
29.5,50.7,29.3,0.0,19.9,578.0,medium
24.2,45.7,17.3,2.1,18.2,424.0,medium
14.1,73.6,10.4,5.7,21.1,478.0,medium
40.8,58.1,24.4,5.7,15.8,624.0,medium
5.3,49.4,12.6,12.4,24.3,279.0,low
22.4,21.0,18.8,8.7,6.6,380.0,low
28.2,32.0,26.1,11.1,15.1,433.0,medium
31.6,88.2,12.3,9.3,23.6,578.0,medium
14.9,63.8,25.3,13.9,15.2,553.0,medium
7.4,21.9,11.2,7.6,13.3,205.0,low
19.7,75.8,14.6,14.8,0.0,486.0,medium
23.3,42.1,19.1,6.0,20.1,378.0,low
10.7,63.4,29.1,7.0,30.8,560.0,medium
36.2,49.8,41.6,8.6,21.6,685.0,medium
45.9,54.8,25.2,13.5,5.7,603.0,medium
32.3,80.8,7.4,2.0,15.7,517.0,medium
21.4,71.3,18.4,7.7,15.9,565.0,medium
19.4,57.1,29.3,12.2,15.5,612.0,medium
7.3,23.4,30.2,13.3,13.1,408.0,medium
23.6,40.9,17.6,7.9,17.8,417.0,medium
22.6,34.0,21.4,3.7,14.9,430.0,medium
15.1,42.7,23.9,10.5,17.5,476.0,medium
26.8,63.6,26.5,13.0,13.5,607.0,medium
33.4,53.4,22.4,4.7,19.3,581.0,medium
13.2,36.3,16.6,5.4,7.4,343.0,low
14.1,35.9,28.2,5.0,16.9,502.0,medium
17.1,28.7,39.3,5.3,10.5,559.0,medium
32.2,23.3,8.9,9.6,0.0,329.0,low
25.6,74.7,23.0,11.7,17.5,674.0,medium
27.2,57.6,27.9,7.5,11.0,598.0,medium
13.5,63.1,18.6,12.9,18.6,428.0,medium
35.9,70.1,13.1,16.4,17.3,553.0,medium
30.2,55.0,24.4,8.1,7.2,582.0,medium
28.5,63.9,22.7,7.9,18.5,603.0,medium
9.4,69.3,40.8,6.6,32.0,706.0,high
23.5,53.7,17.3,5.9,21.7,488.0,medium
34.6,65.9,0.2,10.2,11.6,388.0,low
16.6,33.3,26.7,7.5,14.8,489.0,medium
35.5,66.3,14.1,7.6,15.8,547.0,medium
25.1,120.6,36.2,10.4,12.5,947.0,high
10.2,18.7,13.2,7.6,20.5,276.0,low
26.9,74.3,12.4,9.1,7.6,567.0,medium
11.3,36.9,18.2,9.7,15.3,347.0,low
23.9,33.2,14.8,12.0,11.4,372.0,low
29.7,11.2,26.5,5.7,33.6,369.0,low
22.2,40.7,24.5,2.8,12.7,460.0,medium
10.8,82.2,12.7,8.7,8.2,471.0,medium
21.4,53.6,30.2,12.4,15.8,513.0,medium
12.7,40.3,17.4,13.3,20.3,298.0,low
29.5,36.6,0.0,3.6,29.3,299.0,low
39.1,70.9,26.6,7.1,2.5,676.0,medium
28.2,45.6,15.6,12.4,21.8,460.0,medium
24.3,42.2,21.1,8.2,9.3,491.0,medium
14.1,51.1,20.4,12.7,34.6,482.0,medium
23.8,37.4,15.3,7.1,15.2,363.0,low
22.1,41.5,21.9,13.4,20.5,492.0,medium
12.0,65.1,23.9,5.4,2.3,538.0,medium
36.0,29.6,26.8,6.8,31.7,559.0,medium
37.3,42.3,17.6,4.2,0.0,459.0,medium
20.5,91.1,38.1,3.0,9.7,755.0,high
28.9,45.0,11.0,8.3,10.5,394.0,low
13.6,33.0,30.8,12.8,16.3,494.0,medium
29.8,54.6,7.9,11.7,17.0,499.0,medium
7.1,51.3,11.7,18.7,38.8,336.0,low
29.5,91.1,21.1,5.3,19.8,640.0,medium
31.9,45.5,3.5,5.4,23.0,385.0,low
19.1,44.0,35.5,7.7,7.8,624.0,medium
24.9,48.1,14.3,11.8,23.6,448.0,medium
27.0,69.3,18.8,10.9,19.0,571.0,medium
18.5,50.2,28.4,13.7,4.8,509.0,medium
48.5,15.8,23.5,6.7,24.3,541.0,medium
35.6,34.6,28.9,7.4,11.8,536.0,medium
33.4,46.2,27.4,8.7,4.3,573.0,medium
9.3,89.1,16.9,5.0,9.5,602.0,medium
37.3,66.6,26.9,9.6,8.9,623.0,medium
23.0,31.2,29.1,7.6,8.2,456.0,medium
17.9,40.2,25.4,11.0,12.3,403.0,medium
8.8,56.3,39.3,11.1,11.7,646.0,medium
16.1,46.5,27.5,11.6,24.8,518.0,medium
12.6,77.7,29.7,3.2,22.7,644.0,medium
26.4,53.3,27.9,0.0,25.5,574.0,medium
16.5,31.6,21.9,9.1,6.4,411.0,medium
23.7,26.5,18.7,3.9,20.5,375.0,low
4.9,26.9,24.5,12.5,10.1,331.0,low
27.0,44.2,11.3,3.0,3.1,385.0,low
32.0,27.9,18.5,10.3,16.5,375.0,low
35.9,43.1,19.8,8.9,6.2,486.0,medium
12.3,63.1,28.3,10.2,17.7,580.0,medium
41.1,44.4,30.2,2.2,18.4,608.0,medium
32.2,59.7,34.9,9.0,38.0,631.0,medium
14.2,58.3,20.7,7.9,11.9,469.0,medium
13.9,58.2,33.4,4.1,18.6,579.0,medium
27.2,34.0,22.0,4.8,14.1,528.0,medium
41.1,33.3,17.7,10.4,16.9,431.0,medium
26.1,61.6,13.5,2.7,4.5,475.0,medium
13.2,50.3,29.5,18.4,13.7,429.0,medium
14.1,80.4,30.8,9.1,24.8,642.0,medium
28.3,26.5,24.1,4.4,0.0,405.0,medium
21.6,38.9,23.7,6.8,1.2,455.0,medium
14.8,0.0,26.8,7.4,15.6,314.0,low
13.7,51.9,14.6,9.7,10.2,396.0,low
30.5,75.0,29.8,14.3,0.0,736.0,high
11.6,57.8,30.1,6.0,7.5,561.0,medium
20.4,58.6,24.7,7.5,36.8,521.0,medium
37.4,34.5,16.5,6.4,12.1,412.0,medium
22.7,38.3,16.2,1.6,28.1,388.0,low
0.0,57.4,16.1,8.4,18.2,361.0,low
27.7,64.5,15.3,12.1,4.1,546.0,medium
30.4,42.2,13.2,10.6,14.9,413.0,medium
26.9,44.0,20.3,4.1,25.9,453.0,medium
23.2,64.6,19.2,10.1,10.9,499.0,medium
39.6,6.9,32.5,6.0,6.5,451.0,medium
43.1,1.2,20.5,1.0,11.1,341.0,low
20.9,56.7,8.0,12.7,15.5,402.0,medium
19.1,20.1,13.0,6.2,25.4,247.0,low
41.3,56.6,22.9,9.9,19.2,554.0,medium
22.1,31.9,4.1,6.6,36.4,236.0,low
18.2,77.4,16.2,10.2,19.8,503.0,medium
17.7,53.3,33.4,8.8,33.1,577.0,medium
28.9,48.1,18.6,10.1,15.2,441.0,medium
16.4,43.7,16.6,0.0,0.0,357.0,low
32.4,37.9,20.6,6.2,8.6,438.0,medium
32.9,39.9,19.8,9.0,15.0,520.0,medium
29.9,60.1,23.0,7.2,32.8,557.0,medium
39.9,63.7,20.9,11.4,0.0,628.0,medium
29.6,11.2,9.0,4.9,25.8,251.0,low
22.8,38.7,23.6,8.6,20.5,486.0,medium
10.9,6.0,31.2,11.7,6.1,349.0,low
38.0,53.7,5.7,11.9,2.5,429.0,medium
21.5,51.2,27.6,8.7,7.7,580.0,medium
14.4,30.4,24.1,14.5,28.3,411.0,medium
22.8,30.1,34.8,7.1,17.7,508.0,medium
25.8,90.4,14.0,11.8,17.8,536.0,medium
32.3,43.5,17.9,11.6,16.3,470.0,medium
30.9,63.8,17.8,7.8,25.8,578.0,medium
41.1,58.7,34.3,10.3,9.3,727.0,high
31.8,39.9,1.0,9.7,10.5,315.0,low
22.2,62.0,31.5,6.9,29.0,581.0,medium
36.9,42.7,14.9,11.6,16.5,498.0,medium
24.3,15.1,6.1,3.2,1.7,240.0,low
25.9,56.7,22.9,0.8,12.5,567.0,medium
36.2,33.5,18.9,4.8,19.9,464.0,medium
9.7,43.5,16.1,8.7,14.8,376.0,low
22.5,30.0,24.2,3.5,19.5,436.0,medium
21.3,12.5,29.6,8.8,0.0,354.0,low
46.9,36.3,19.0,7.0,29.2,478.0,medium
39.5,93.1,14.8,8.0,0.0,646.0,medium
35.5,65.4,20.4,10.7,29.5,572.0,medium
34.8,37.2,9.6,13.9,6.9,375.0,low
36.1,81.8,13.6,10.4,15.5,615.0,medium
34.0,29.5,15.3,10.9,7.3,418.0,medium
21.8,68.1,22.4,12.1,10.5,510.0,medium
13.7,44.3,26.6,5.9,10.5,478.0,medium
32.5,0.0,22.7,7.2,15.7,316.0,low
30.3,21.5,16.1,5.1,14.5,383.0,low
25.8,27.1,9.5,8.1,8.6,301.0,low
31.0,17.3,32.1,0.4,2.2,472.0,medium
26.9,30.4,26.8,16.1,7.1,502.0,medium
21.1,68.7,15.6,8.5,20.4,498.0,medium
29.3,74.7,31.7,8.0,13.7,736.0,high
33.9,37.8,0.9,8.4,21.4,273.0,low
16.2,34.0,19.6,5.6,3.3,394.0,low
37.8,34.0,20.9,12.2,0.0,425.0,medium
21.7,84.1,12.2,8.8,23.7,534.0,medium
20.1,50.4,24.8,9.6,29.7,508.0,medium
34.0,42.5,3.6,1.7,7.2,351.0,low
34.6,52.2,13.7,9.7,17.6,496.0,medium
19.4,94.6,25.3,3.1,29.7,692.0,medium
37.2,38.8,8.3,9.5,15.1,373.0,low
31.1,92.0,26.5,4.7,20.7,765.0,high
29.0,6.8,15.1,11.3,23.0,329.0,low
18.9,18.5,20.2,5.6,20.9,375.0,low
24.3,66.6,10.7,6.4,16.8,455.0,medium
34.6,53.7,20.7,4.1,14.8,531.0,medium
23.0,59.4,27.2,8.0,15.6,576.0,medium
31.2,29.1,19.3,10.2,17.1,416.0,medium
4.3,50.9,19.5,8.9,14.9,439.0,medium
27.4,19.3,23.6,11.0,26.9,344.0,low
15.5,19.5,15.2,6.6,15.7,267.0,low
27.8,61.0,14.7,16.8,17.3,477.0,medium
24.2,35.0,17.3,7.0,13.5,380.0,low
36.0,66.6,5.1,5.9,7.2,473.0,medium
4.1,62.1,17.7,4.0,3.6,466.0,medium
39.2,22.4,13.5,4.2,12.5,326.0,low
4.8,62.7,21.0,9.0,0.0,462.0,medium
40.6,21.6,26.1,8.6,28.8,508.0,medium
28.4,71.0,13.1,9.7,23.7,547.0,medium
25.8,37.9,7.7,5.1,29.6,388.0,low
34.5,74.6,20.1,1.3,23.1,618.0,medium
39.5,54.4,19.2,5.9,0.0,571.0,medium
24.4,33.3,19.4,5.9,39.5,348.0,low
16.0,69.4,26.5,12.4,22.6,533.0,medium
24.3,40.7,25.9,4.9,1.1,497.0,medium
34.2,20.6,17.9,12.1,7.1,403.0,medium
32.8,54.9,9.5,8.6,26.1,440.0,medium
19.3,28.4,25.4,11.7,25.1,455.0,medium
34.7,33.3,30.8,10.3,1.8,536.0,medium
15.5,42.0,26.0,6.1,15.2,495.0,medium
6.6,56.8,27.8,2.4,0.0,540.0,medium
32.2,63.9,20.1,2.1,4.2,601.0,medium
28.3,42.0,31.0,7.4,0.0,543.0,medium
34.5,27.0,23.5,10.7,0.0,450.0,medium
16.9,20.5,19.0,0.3,19.0,306.0,low
26.7,50.7,22.9,5.4,0.0,569.0,medium
14.1,48.2,14.3,3.2,16.4,396.0,low
22.5,73.8,26.1,9.2,4.5,635.0,medium
28.1,54.7,16.6,7.2,10.5,518.0,medium
32.0,68.9,25.1,9.5,17.4,649.0,medium
25.4,55.4,12.8,4.6,4.9,416.0,medium
13.2,23.8,25.8,13.5,21.2,408.0,medium
37.6,76.4,29.7,15.3,0.0,738.0,high
36.8,0.0,20.1,11.4,17.1,345.0,low
34.3,100.0,19.8,3.5,4.5,711.0,high
39.0,28.8,14.9,5.7,18.0,362.0,low
32.9,32.2,25.6,6.5,25.6,525.0,medium
20.6,25.1,12.7,9.4,9.5,237.0,low
31.7,52.5,16.9,14.4,12.8,494.0,medium
44.4,64.8,22.1,9.9,7.5,601.0,medium
30.0,61.0,21.9,8.8,26.5,529.0,medium
37.4,39.9,25.4,0.0,15.5,542.0,medium
0.0,26.6,32.3,3.7,12.2,362.0,low
20.2,33.6,21.7,5.5,19.4,401.0,medium
15.4,59.0,18.0,6.9,6.8,459.0,medium
23.6,73.0,14.0,8.1,5.0,545.0,medium
22.8,37.5,36.4,1.7,12.8,562.0,medium
24.7,53.6,20.3,8.7,24.2,501.0,medium
25.0,90.3,25.8,1.0,24.6,659.0,medium
34.3,8.4,31.9,2.1,13.7,440.0,medium
2.7,33.4,13.9,8.0,3.8,323.0,low
21.6,18.9,34.9,3.1,29.0,486.0,medium
20.3,50.3,29.8,17.9,20.3,553.0,medium
15.9,41.3,16.1,8.6,12.6,377.0,low
20.7,32.1,11.5,6.3,18.3,369.0,low
25.1,39.2,28.5,4.7,16.8,510.0,medium
27.8,33.7,26.1,15.6,20.5,455.0,medium
21.9,29.6,22.3,7.5,8.0,421.0,medium
46.2,53.5,20.4,10.1,35.6,567.0,medium
29.4,47.1,16.2,6.2,35.7,459.0,medium
44.0,70.4,15.3,7.2,0.0,539.0,medium
32.0,59.0,18.7,9.0,9.0,560.0,medium
49.4,37.8,21.5,0.0,3.2,535.0,medium
24.6,73.1,22.6,8.8,15.0,618.0,medium
15.6,53.2,13.6,5.4,10.3,408.0,medium
31.8,91.2,23.8,4.2,13.7,661.0,medium
27.2,44.0,23.9,5.8,23.8,494.0,medium
14.9,66.9,30.4,4.5,32.0,629.0,medium
38.6,57.6,8.4,7.2,15.6,517.0,medium
30.5,49.5,26.6,8.0,11.4,550.0,medium
22.8,83.6,11.8,6.6,17.5,539.0,medium
13.3,42.1,18.5,13.4,23.1,347.0,low
37.7,65.6,14.7,5.7,12.2,564.0,medium
39.9,29.0,16.0,11.6,37.1,411.0,medium
21.1,74.6,22.3,6.6,0.0,678.0,medium
41.4,46.5,15.5,4.3,22.8,496.0,medium
34.4,30.7,22.0,6.5,31.4,491.0,medium
30.9,46.8,19.1,14.8,26.8,488.0,medium
42.4,0.0,16.3,14.9,18.1,322.0,low
12.7,38.6,10.5,7.3,2.0,304.0,low
20.9,41.5,23.5,14.1,15.7,473.0,medium
24.8,49.1,12.9,5.7,31.0,474.0,medium
16.6,60.0,32.1,4.6,29.8,567.0,medium
8.3,46.5,10.7,7.7,7.9,382.0,low
34.5,44.5,1.5,5.9,21.1,334.0,low
30.1,68.7,18.4,15.6,17.4,586.0,medium
17.0,52.7,21.5,7.3,31.1,472.0,medium
24.3,81.5,23.6,1.6,9.2,604.0,medium
31.4,75.8,32.3,13.4,14.4,729.0,high
33.2,71.0,32.7,0.7,19.8,700.0,medium
25.1,26.8,13.6,11.9,11.0,306.0,low
33.3,30.4,11.1,9.2,4.1,348.0,low
37.4,59.9,29.9,4.0,24.7,646.0,medium
17.2,21.6,25.6,17.3,7.7,416.0,medium
32.3,46.7,19.5,5.3,4.2,504.0,medium
12.9,54.2,26.5,2.1,17.9,510.0,medium
26.8,27.4,13.2,7.4,13.7,321.0,low
18.4,74.2,23.8,13.5,0.0,585.0,medium
28.5,73.8,24.8,14.3,9.5,664.0,medium
36.5,52.1,32.5,14.0,21.9,669.0,medium
22.2,22.7,16.6,1.1,20.6,352.0,low
26.3,0.0,22.4,10.6,10.2,296.0,low
7.3,78.7,18.7,3.7,7.4,475.0,medium
31.5,21.5,27.0,2.3,15.1,447.0,medium
0.0,13.1,19.0,6.5,17.6,197.0,low
27.3,63.2,20.3,11.6,10.1,535.0,medium
26.5,78.5,18.1,16.9,22.6,527.0,medium
24.1,40.4,39.1,9.1,9.2,625.0,medium
25.5,53.9,0.8,9.9,6.7,327.0,low
22.7,56.9,22.5,3.5,12.0,517.0,medium
19.5,87.4,26.1,2.0,4.4,629.0,medium
31.2,66.0,19.9,10.9,11.4,524.0,medium
23.5,40.0,19.5,3.4,9.5,436.0,medium
39.3,10.9,37.8,10.8,22.8,601.0,medium
19.0,42.1,19.4,11.0,17.0,403.0,medium
25.6,24.3,19.7,0.4,16.3,381.0,low
43.5,50.0,22.8,11.6,26.7,575.0,medium
42.7,0.0,28.9,14.2,9.9,395.0,low
44.0,64.1,11.9,9.8,21.9,541.0,medium
15.7,75.1,20.3,5.1,16.5,502.0,medium
14.3,66.7,29.7,6.4,18.1,586.0,medium
26.0,63.7,17.9,6.4,2.3,539.0,medium
3.5,41.0,12.6,6.8,3.1,273.0,low
24.2,60.6,14.6,10.1,12.5,495.0,medium
43.1,8.6,8.4,12.2,7.0,279.0,low
25.4,21.5,41.7,15.3,3.8,589.0,medium
32.6,58.8,24.4,14.8,15.4,582.0,medium
16.7,5.2,29.4,13.2,27.9,370.0,low
9.1,75.9,14.5,9.8,17.3,492.0,medium
18.5,78.0,30.0,1.8,9.4,667.0,medium
24.0,63.4,24.2,13.1,14.5,491.0,medium
44.0,31.0,20.0,16.6,10.1,439.0,medium
27.6,77.6,28.7,7.7,22.3,714.0,high
35.8,61.8,27.3,6.9,9.7,597.0,medium
29.4,52.3,32.8,4.1,14.9,632.0,medium
19.2,31.8,27.0,2.3,12.8,444.0,medium
19.7,34.4,12.5,3.1,12.3,353.0,low
13.1,32.8,14.5,9.6,19.7,314.0,low
0.0,28.0,13.2,6.7,9.0,170.0,low
38.3,67.0,15.8,1.8,16.4,563.0,medium
37.4,39.1,27.2,0.5,24.4,516.0,medium
24.5,53.5,30.7,3.7,13.4,604.0,medium
23.1,47.3,17.8,4.3,18.0,472.0,medium
18.1,46.6,17.8,8.4,8.7,446.0,medium
28.1,65.2,32.6,8.4,35.7,674.0,medium
28.8,7.5,24.7,25.9,28.5,413.0,medium
22.7,27.3,10.2,7.8,32.6,319.0,low
25.6,48.0,43.8,9.3,36.9,671.0,medium
23.0,38.4,20.6,6.6,13.3,487.0,medium
22.2,62.0,22.6,11.5,24.3,525.0,medium
33.9,73.6,8.4,7.4,16.5,572.0,medium
42.0,69.4,13.2,15.7,27.0,563.0,medium
0.1,54.0,13.0,11.3,10.6,329.0,low
22.0,50.5,5.6,13.6,22.5,343.0,low
14.8,58.2,16.8,12.2,17.7,457.0,medium
29.8,42.4,21.3,12.7,26.7,502.0,medium
31.1,64.8,16.0,8.8,11.6,566.0,medium
40.3,31.7,23.5,12.3,9.8,520.0,medium
39.2,28.1,29.8,5.8,32.6,555.0,medium
29.6,88.1,20.9,9.2,20.5,656.0,medium
20.7,21.2,21.7,8.5,19.7,356.0,low
16.9,38.9,18.8,3.5,17.5,367.0,low
28.0,60.4,21.0,5.5,12.9,518.0,medium
26.3,74.1,28.8,6.7,27.2,682.0,medium
35.8,39.3,22.1,2.5,8.1,471.0,medium
22.8,49.6,14.3,14.1,5.2,389.0,low
26.7,13.1,17.3,7.6,32.2,268.0,low
39.1,55.4,19.5,11.1,15.7,611.0,medium
30.6,51.8,22.2,6.7,4.0,535.0,medium
26.4,81.5,15.0,9.3,2.9,592.0,medium
39.8,78.5,28.5,8.5,8.5,814.0,high
21.4,43.3,16.5,12.9,12.8,421.0,medium
31.7,42.7,21.5,5.2,18.1,432.0,medium
22.9,35.3,17.6,4.5,21.6,387.0,low
19.7,16.6,18.5,10.5,12.3,315.0,low
16.7,45.8,35.3,0.0,18.4,543.0,medium
33.6,37.5,18.9,5.3,4.9,441.0,medium
12.4,59.1,21.1,11.0,39.8,480.0,medium
34.3,44.0,21.0,8.4,22.3,479.0,medium
17.5,27.4,15.9,0.4,15.9,309.0,low
25.1,42.4,4.7,9.0,15.7,340.0,low
20.2,62.6,29.7,3.4,3.8,624.0,medium
33.5,30.3,14.2,5.5,24.8,380.0,low
13.2,29.9,30.6,6.0,22.8,459.0,medium
31.2,80.4,8.7,8.1,19.3,538.0,medium
11.6,42.4,30.5,6.9,5.6,489.0,medium
14.3,58.6,21.1,11.5,7.2,458.0,medium
19.7,61.4,17.2,8.7,16.3,513.0,medium
26.2,39.7,13.1,5.1,13.7,371.0,low
48.1,85.7,30.5,8.7,29.6,752.0,high
42.0,63.5,23.7,6.5,16.0,669.0,medium
20.5,65.5,25.2,10.8,37.8,554.0,medium
17.1,64.3,17.4,13.4,26.5,505.0,medium
30.2,41.6,30.2,11.0,0.0,545.0,medium
27.2,57.4,11.0,2.6,15.6,400.0,medium
31.8,19.8,29.8,14.0,11.8,464.0,medium
26.9,48.4,14.1,10.6,0.1,438.0,medium
18.6,30.3,24.0,2.3,12.2,443.0,medium
55.8,51.2,22.6,9.4,3.3,643.0,medium
28.7,56.0,25.4,11.0,15.2,621.0,medium
17.5,78.0,15.6,8.1,0.0,532.0,medium
7.5,59.6,22.7,7.5,16.2,476.0,medium
16.7,84.5,17.4,4.0,33.1,587.0,medium
26.0,54.5,22.0,10.5,4.3,517.0,medium
31.1,44.6,11.2,7.1,0.9,417.0,medium
26.9,0.0,21.3,11.9,7.5,248.0,low
11.7,51.0,27.9,9.7,11.4,484.0,medium
30.1,30.4,19.4,1.6,16.4,437.0,medium
28.8,41.2,18.0,11.0,6.1,442.0,medium
31.4,27.6,15.8,6.6,4.2,371.0,low
25.5,57.9,11.1,17.4,7.7,399.0,low
28.3,60.1,8.9,10.9,13.6,497.0,medium
19.8,46.1,16.7,5.0,17.1,391.0,low
22.4,47.5,32.1,6.4,17.8,587.0,medium
21.0,57.6,22.3,5.1,20.7,470.0,medium
37.9,51.9,11.9,1.2,16.5,455.0,medium
13.6,68.6,19.8,10.1,11.1,567.0,medium
15.4,57.9,39.0,0.0,15.2,683.0,medium
22.1,27.3,16.2,5.1,5.6,366.0,low
33.5,43.3,32.9,9.5,5.5,565.0,medium
35.7,60.5,13.1,3.3,12.9,456.0,medium
15.3,78.4,18.8,4.1,20.0,540.0,medium
15.8,7.2,23.4,5.0,14.6,280.0,low
22.6,38.1,21.0,7.8,18.3,406.0,medium
19.2,76.7,17.2,7.4,18.1,500.0,medium
26.5,12.4,9.5,9.0,15.6,245.0,low
17.9,29.7,20.3,7.8,21.0,371.0,low
23.2,55.6,11.7,5.7,9.7,435.0,medium
32.0,68.8,7.8,8.9,14.4,480.0,medium
31.5,29.5,26.3,8.1,20.4,491.0,medium
11.3,20.1,10.9,5.1,16.8,243.0,low
27.0,15.7,13.0,12.3,0.0,260.0,low
15.8,27.5,21.1,7.5,2.2,373.0,low
9.7,30.1,23.4,2.7,21.2,401.0,medium
23.3,69.1,18.9,15.4,46.4,541.0,medium
21.0,70.1,23.3,10.4,9.7,647.0,medium
4.2,73.3,23.3,9.1,21.7,511.0,medium
